     DEPTH         AC        DEN         GR
  321.2500   306.8067     2.2394    89.8291
  321.3750   309.6045     2.2737    90.1504
  321.5000   306.0125     2.3302    93.3662
  321.6250   296.0144     2.3946   100.3114
  321.7500   286.8896     2.4406   109.8878
  321.8750   280.4347     2.4582   119.4082
  322.0000   277.7968     2.4521   125.1861
  322.1250   277.3626     2.4369   126.2590
  322.2500   272.5049     2.4154   124.6292
  322.3750   262.1785     2.3848   123.5832
  322.5000   253.2154     2.3507   124.7239
  322.6250   246.3338     2.3221   127.4061
  322.7500   243.0295     2.3060   130.0875
  322.8750   245.8188     2.2993   131.7355
  323.0000   250.8166     2.2999   132.1946
  323.1250   250.4186     2.3105   131.6352
  323.2500   247.4986     2.3358   129.9729
  323.3750   249.1432     2.3763   127.6859
  323.5000   251.7751     2.4185   125.2298
  323.6250   250.1837     2.4478   122.4458
  323.7500   248.4358     2.4586   118.9017
  323.8750   248.0542     2.4622   115.2736
  324.0000   244.4069     2.4655   112.6127
  324.1250   240.1881     2.4689   110.3923
  324.2500   240.3085     2.4709   107.7996
  324.3750   242.8349     2.4741   105.5535
  324.5000   247.3459     2.4825   105.5791
  324.6250   256.4381     2.4946   109.7339
  324.7500   268.3218     2.5063   118.6708
  324.8750   276.7707     2.5128   129.1737
  325.0000   279.9128     2.5119   136.6819
  325.1250   278.4431     2.5044   138.3789
  325.2500   275.4959     2.4962   137.4007
  325.3750   275.0005     2.4918   137.1725
  325.5000   281.2624     2.4919   139.3168
  325.6250   291.9978     2.4929   143.0006
  325.7500   303.4978     2.4926   146.7465
  325.8750   312.8697     2.4906   148.9634
  326.0000   319.4922     2.4870   149.5051
  326.1250   322.9200     2.4816   148.8124
  326.2500   323.2215     2.4753   147.9577
  326.3750   318.7121     2.4690   146.8935
  326.5000   306.2777     2.4638   144.0325
  326.6250   289.6235     2.4591   138.2703
  326.7500   274.1290     2.4526   130.0863
  326.8750   263.6756     2.4384   121.5559
  327.0000   261.1381     2.4163   114.9904
  327.1250   265.3705     2.3931   110.4086
  327.2500   270.3396     2.3825   107.7583
  327.3750   273.0061     2.3900   107.1831
  327.5000   273.1466     2.4121   109.5642
  327.6250   274.1653     2.4354   115.8893
  327.7500   281.2347     2.4493   124.6680
  327.8750   291.0777     2.4521   133.2455
  328.0000   294.2525     2.4503   137.5608
  328.1250   290.2043     2.4491   135.5258
  328.2500   279.0630     2.4484   127.9035
  328.3750   262.0557     2.4463   120.1561
  328.5000   246.4886     2.4417   115.9354
  328.6250   240.7372     2.4343   114.9357
  328.7500   241.5457     2.4233   113.0441
  328.8750   245.0046     2.4114   108.7858
  329.0000   249.0462     2.4076   103.9355
  329.1250   252.5218     2.4153   101.1206
  329.2500   254.8462     2.4299   102.0146
  329.3750   255.0186     2.4403   106.3115
  329.5000   253.4968     2.4440   111.8637
  329.6250   252.0183     2.4461   116.7980
  329.7500   252.3253     2.4514   120.3051
  329.8750   253.9247     2.4574   123.2996
  330.0000   254.1634     2.4589   126.4647
  330.1250   251.8660     2.4564   128.8336
  330.2500   249.2355     2.4561   129.8321
  330.3750   248.5069     2.4641   129.7451
  330.5000   249.6319     2.4749   129.9910
  330.6250   253.3701     2.4802   131.4858
  330.7500   259.0516     2.4794   133.1354
  330.8750   262.5726     2.4807   133.5754
  331.0000   260.7936     2.4875   132.3013
  331.1250   256.5163     2.4931   129.9298
  331.2500   252.6717     2.4913   127.1490
  331.3750   249.0677     2.4834   123.6294
  331.5000   247.4270     2.4764   119.5475
  331.6250   248.5841     2.4725   115.8395
  331.7500   248.8750     2.4684   112.8698
  331.8750   247.7743     2.4586   110.5763
  332.0000   248.4204     2.4425   109.5127
  332.1250   250.0667     2.4273   110.6923
  332.2500   249.3511     2.4212   114.2382
  332.3750   248.9718     2.4247   119.9818
  332.5000   252.1292     2.4314   125.7178
  332.6250   254.6945     2.4370   129.2821
  332.7500   256.2602     2.4425   130.8542
  332.8750   260.7842     2.4506   133.4840
  333.0000   265.6808     2.4607   137.5709
  333.1250   268.9427     2.4697   140.2299
  333.2500   272.7397     2.4749   140.0287
  333.3750   275.4447     2.4727   138.9147
  333.5000   274.7501     2.4561   138.3932
  333.6250   272.2886     2.4278   136.0768
  333.7500   268.7550     2.3994   129.7605
  333.8750   267.0293     2.3893   122.5758
  334.0000   269.2154     2.4017   119.9268
  334.1250   273.7637     2.4317   123.4961
  334.2500   277.4576     2.4665   128.7460
  334.3750   281.0211     2.4950   131.5556
  334.5000   286.0019     2.5079   132.2316
  334.6250   289.6073     2.5029   134.0034
  334.7500   289.1600     2.4830   136.7134
  334.8750   287.6337     2.4522   136.1170
  335.0000   287.2617     2.4193   129.0118
  335.1250   284.3375     2.3937   117.0581
  335.2500   279.0833     2.3833   105.4554
  335.3750   277.3328     2.3842    97.5712
  335.5000   277.6639     2.3899    94.1724
  335.6250   273.8029     2.3966    94.5468
  335.7500   267.1028     2.4061    96.8884
  335.8750   261.5117     2.4206    99.7296
  336.0000   257.2934     2.4367   102.3919
  336.1250   254.1293     2.4499   106.0890
  336.2500   256.5474     2.4567   113.1676
  336.3750   266.9447     2.4594   123.2233
  336.5000   281.7861     2.4607   134.1904
  336.6250   297.4555     2.4612   144.0631
  336.7500   311.5506     2.4619   151.8532
  336.8750   318.4548     2.4648   156.7503
  337.0000   311.7938     2.4710   157.3860
  337.1250   296.8730     2.4766   154.3148
  337.2500   279.9199     2.4773   148.3327
  337.3750   265.1046     2.4740   140.6155
  337.5000   257.1026     2.4712   133.4328
  337.6250   262.5003     2.4725   130.3764
  337.7500   275.6942     2.4775   132.9160
  337.8750   287.6495     2.4815   138.0359
  338.0000   296.9672     2.4750   140.2885
  338.1250   302.8572     2.4512   136.6725
  338.2500   300.6480     2.4113   127.6847
  338.3750   293.9385     2.3641   115.9365
  338.5000   291.2897     2.3224   104.6412
  338.6250   291.3518     2.2962    95.4431
  338.7500   289.3639     2.2918    89.7542
  338.8750   285.9712     2.3016    86.8675
  339.0000   281.7442     2.3144    85.7826
  339.1250   276.1383     2.3233    85.4134
  339.2500   271.2380     2.3345    86.1046
  339.3750   272.2498     2.3565    89.6114
  339.5000   278.9156     2.3853    96.0232
  339.6250   284.5720     2.4104   103.3359
  339.7500   285.8707     2.4231   108.0637
  339.8750   287.4276     2.4270   109.3102
  340.0000   288.6680     2.4265   109.0112
  340.1250   286.0117     2.4208   109.7816
  340.2500   282.2295     2.4072   110.9628
  340.3750   280.3778     2.3872   110.5016
  340.5000   279.4492     2.3683   108.2983
  340.6250   275.4441     2.3545   106.8087
  340.7500   269.1314     2.3428   106.6967
  340.8750   269.3987     2.3222   105.4966
  341.0000   277.2977     2.2889   101.9724
  341.1250   287.6757     2.2492    96.7402
  341.2500   300.6465     2.2170    91.3107
  341.3750   316.0432     2.1992    86.5608
  341.5000   324.4409     2.1965    83.6190
  341.6250   322.0462     2.2007    83.3927
  341.7500   315.1197     2.2061    85.5607
  341.8750   311.9658     2.2088    88.5384
  342.0000   310.5087     2.2113    91.3079
  342.1250   306.7184     2.2209    93.8804
  342.2500   303.5197     2.2479    98.3015
  342.3750   302.4905     2.2933   107.6518
  342.5000   298.1301     2.3500   123.9042
  342.6250   292.9586     2.4014   142.8417
  342.7500   296.9006     2.4374   157.9730
  342.8750   307.8985     2.4569   164.4082
  343.0000   315.1415     2.4697   165.5490
  343.1250   321.6041     2.4807   166.6100
  343.2500   325.5900     2.4876   172.8047
  343.3750   317.5980     2.4859   182.5601
  343.5000   299.4987     2.4735   188.6013
  343.6250   280.5444     2.4553   181.3201
  343.7500   263.6540     2.4393   161.8072
  343.8750   253.6365     2.4318   138.7375
  344.0000   253.9119     2.4326   122.7728
  344.1250   259.4287     2.4365   114.8675
  344.2500   264.4136     2.4370   111.0280
  344.3750   267.0860     2.4309   107.0692
  344.5000   266.5030     2.4198   102.6269
  344.6250   260.4973     2.4092    98.6920
  344.7500   253.9541     2.4034    95.7378
  344.8750   253.1667     2.4021    94.0451
  345.0000   257.0082     2.4019    94.0048
  345.1250   260.4557     2.4034    95.5987
  345.2500   264.4436     2.4115    98.7716
  345.3750   266.9687     2.4299   102.8669
  345.5000   262.0206     2.4530   106.5362
  345.6250   251.4955     2.4713   108.0220
  345.7500   245.4164     2.4796   107.2189
  345.8750   245.0877     2.4798   105.4319
  346.0000   247.7576     2.4744   104.3387
  346.1250   252.5632     2.4665   104.5957
  346.2500   258.3758     2.4563   105.9334
  346.3750   260.0935     2.4430   106.8784
  346.5000   257.0251     2.4301   106.4653
  346.6250   253.2705     2.4242   105.9052
  346.7500   253.2303     2.4306   107.5418
  346.8750   256.1728     2.4440   110.8077
  347.0000   262.2643     2.4556   114.3884
  347.1250   274.2413     2.4598   119.0784
  347.2500   290.7076     2.4595   126.5112
  347.3750   307.1107     2.4591   136.0625
  347.5000   318.5765     2.4605   144.1335
  347.6250   320.1703     2.4621   148.2745
  347.7500   309.2690     2.4630   146.2595
  347.8750   293.9565     2.4645   139.0069
  348.0000   277.8890     2.4678   129.3587
  348.1250   264.5221     2.4710   121.9524
  348.2500   257.8946     2.4721   118.6100
  348.3750   255.5556     2.4721   118.5668
  348.5000   251.8740     2.4726   119.7683
  348.6250   247.8415     2.4731   121.2518
  348.7500   245.2357     2.4719   122.5808
  348.8750   245.7818     2.4680   123.6104
  349.0000   250.5564     2.4611   124.2775
  349.1250   255.8276     2.4498   124.5862
  349.2500   257.4853     2.4370   125.3465
  349.3750   257.0420     2.4276   126.2863
  349.5000   255.2119     2.4267   126.5266
  349.6250   250.4671     2.4322   125.5168
  349.7500   244.8541     2.4391   122.9093
  349.8750   243.2341     2.4418   119.3191
  350.0000   244.3553     2.4413   115.5230
  350.1250   245.9580     2.4431   112.2907
  350.2500   249.2326     2.4515   111.3430
  350.3750   254.0764     2.4633   113.7235
  350.5000   257.7956     2.4729   118.9275
  350.6250   258.5267     2.4766   123.8094
  350.7500   256.8480     2.4722   125.7549
  350.8750   255.6003     2.4515   123.8323
  351.0000   257.7811     2.4112   119.4933
  351.1250   263.6351     2.3531   112.5501
  351.2500   273.2519     2.2867   102.2854
  351.3750   286.1113     2.2246    90.2427
  351.5000   299.5791     2.1764    78.9353
  351.6250   308.8181     2.1507    71.5556
  351.7500   312.7369     2.1522    68.4114
  351.8750   311.9078     2.1883    70.3382
  352.0000   306.7689     2.2566    78.7751
  352.1250   298.8350     2.3424    93.1206
  352.2500   293.6238     2.4192   109.9256
  352.3750   292.8822     2.4662   123.9194
  352.5000   291.8776     2.4849   133.1642
  352.6250   289.0206     2.4889   138.0442
  352.7500   286.7057     2.4922   139.7979
  352.8750   280.5586     2.4969   138.1368
  353.0000   269.3992     2.4978   132.8790
  353.1250   261.6489     2.4871   124.6370
  353.2500   257.8085     2.4598   114.0336
  353.3750   253.4088     2.4207   102.6463
  353.5000   253.3261     2.3802    92.0864
  353.6250   261.3037     2.3504    84.4462
  353.7500   269.8463     2.3404    80.9821
  353.8750   274.8283     2.3530    82.3071
  354.0000   276.4015     2.3859    88.6801
  354.1250   274.4587     2.4231    96.6103
  354.2500   268.1562     2.4516   102.8325
  354.3750   260.2873     2.4640   105.3790
  354.5000   255.3864     2.4674   105.6603
  354.6250   255.2472     2.4697   105.9399
  354.7500   259.2546     2.4754   109.0786
  354.8750   265.3141     2.4826   115.9089
  355.0000   271.9703     2.4880   125.4671
  355.1250   276.7836     2.4913   134.1830
  355.2500   277.3115     2.4939   139.0892
  355.3750   274.1513     2.4975   139.8523
  355.5000   271.6881     2.5017   139.3474
  355.6250   270.8999     2.5049   139.4467
  355.7500   271.3924     2.5048   139.8451
  355.8750   271.2004     2.5017   138.1935
  356.0000   267.4637     2.4962   133.5897
  356.1250   260.1822     2.4895   127.0111
  356.2500   251.9484     2.4825   120.1303
  356.3750   244.1673     2.4770   114.7706
  356.5000   239.3984     2.4754   111.5412
  356.6250   237.8766     2.4776   109.2853
  356.7500   239.9125     2.4801   107.1342
  356.8750   248.7967     2.4794   106.6686
  357.0000   264.3956     2.4752   111.2808
  357.1250   283.6255     2.4683   122.7689
  357.2500   306.4752     2.4608   136.6656
  357.3750   330.3115     2.4548   149.0799
  357.5000   343.8331     2.4521   157.3460
  357.6250   346.6545     2.4509   161.1165
  357.7500   343.0205     2.4491   159.8589
  357.8750   329.4542     2.4479   154.0056
  358.0000   306.8683     2.4487   145.2454
  358.1250   284.4466     2.4501   134.4578
  358.2500   266.4593     2.4485   123.0372
  358.3750   251.5473     2.4429   113.1948
  358.5000   243.6920     2.4343   106.9948
  358.6250   243.0244     2.4261   103.8245
  358.7500   245.3857     2.4216   102.6547
  358.8750   249.1112     2.4222   103.2407
  359.0000   253.1032     2.4199   104.5317
  359.1250   256.7238     2.4064   104.9117
  359.2500   259.8254     2.3822   102.2705
  359.3750   260.2951     2.3620    97.3223
  359.5000   256.7597     2.3597    91.8042
  359.6250   251.9685     2.3773    87.0905
  359.7500   246.7426     2.4047    83.6317
  359.8750   240.4617     2.4320    81.9732
  360.0000   236.1297     2.4529    81.6371
  360.1250   234.8629     2.4669    81.3903
  360.2500   233.8308     2.4736    80.6811
  360.3750   231.1764     2.4761    80.5119
  360.5000   228.0927     2.4764    80.9249
  360.6250   227.0590     2.4735    81.3514
  360.7500   227.6804     2.4664    82.3089
  360.8750   229.6848     2.4564    85.2155
  361.0000   236.8543     2.4485    90.7867
  361.1250   246.7841     2.4453    97.4112
  361.2500   252.9276     2.4464   103.2706
  361.3750   255.5936     2.4491   107.7070
  361.5000   257.0573     2.4525   111.2371
  361.6250   255.6204     2.4579   114.7180
  361.7500   253.7081     2.4670   118.1678
  361.8750   255.4663     2.4800   121.6872
  362.0000   262.6291     2.4939   125.8432
  362.1250   270.9233     2.5034   130.1075
  362.2500   277.0102     2.5070   133.0981
  362.3750   280.4193     2.5065   133.5264
  362.5000   279.3353     2.5039   131.2576
  362.6250   271.2657     2.4984   126.2341
  362.7500   260.6190     2.4904   119.4499
  362.8750   251.2651     2.4832   113.2602
  363.0000   245.5148     2.4794   110.1599
  363.1250   245.5368     2.4766   109.9995
  363.2500   247.9656     2.4725   110.2563
  363.3750   248.7720     2.4666   108.3357
  363.5000   248.8699     2.4606   103.9855
  363.6250   247.1976     2.4557    99.1841
  363.7500   242.4092     2.4529    96.3376
  363.8750   239.2555     2.4523    95.1610
  364.0000   239.1075     2.4543    94.4002
  364.1250   238.5979     2.4588    92.8899
  364.2500   237.5209     2.4638    91.1684
  364.3750   237.3293     2.4682    90.6672
  364.5000   237.7849     2.4712    92.3726
  364.6250   238.8875     2.4729    96.0405
  364.7500   240.7237     2.4727   100.5905
  364.8750   241.7893     2.4708   104.3045
  365.0000   241.4443     2.4695   106.6929
  365.1250   239.7886     2.4710   108.0093
  365.2500   238.1612     2.4758   108.8444
  365.3750   238.7037     2.4827   109.6128
  365.5000   241.5198     2.4893   110.6780
  365.6250   245.8091     2.4945   113.2774
  365.7500   252.8173     2.4982   118.1752
  365.8750   258.9542     2.4992   123.4334
  366.0000   260.1896     2.4969   126.4598
  366.1250   259.8732     2.4922   126.3594
  366.2500   261.8128     2.4894   126.0690
  366.3750   264.3619     2.4901   129.0603
  366.5000   270.8376     2.4925   136.6608
  366.6250   284.5179     2.4916   146.0522
  366.7500   299.5937     2.4866   154.3574
  366.8750   307.2371     2.4801   160.4751
  367.0000   307.5136     2.4762   165.5513
  367.1250   302.7380     2.4764   169.6549
  367.2500   297.2263     2.4792   172.0014
  367.3750   292.2854     2.4844   174.3520
  367.5000   284.3843     2.4942   178.9126
  367.6250   273.5984     2.5079   183.8119
  367.7500   263.1892     2.5204   183.4148
  367.8750   251.5196     2.5245   173.3092
  368.0000   239.5795     2.5169   156.9094
  368.1250   233.1630     2.5003   139.7774
  368.2500   231.9720     2.4816   124.9602
  368.3750   228.4784     2.4682   111.8724
  368.5000   223.2204     2.4607   101.2393
  368.6250   220.9828     2.4546    95.8055
  368.7500   220.8454     2.4485    95.2118
  368.8750   221.5584     2.4461    97.9399
  369.0000   225.2179     2.4515   100.7351
  369.1250   230.8930     2.4615   102.1875
  369.2500   235.2902     2.4727   103.1989
  369.3750   238.1872     2.4831   105.4388
  369.5000   241.3836     2.4915   108.8923
  369.6250   244.1420     2.4938   111.8044
  369.7500   244.4056     2.4890   113.2094
  369.8750   243.0125     2.4820   114.4791
  370.0000   243.0624     2.4799   116.4072
  370.1250   243.4020     2.4831   118.1914
  370.2500   242.3575     2.4874   119.7134
  370.3750   243.1009     2.4892   122.1870
  370.5000   246.7059     2.4898   126.1937
  370.6250   249.9630     2.4918   131.1908
  370.7500   253.1123     2.4964   135.0416
  370.8750   257.4380     2.5022   136.2254
  371.0000   260.1253     2.5073   134.6260
  371.1250   260.3832     2.5106   133.2171
  371.2500   260.1920     2.5112   133.7064
  371.3750   260.3802     2.5082   135.5925
  371.5000   260.7564     2.5038   135.7905
  371.6250   259.7031     2.5013   133.6323
  371.7500   257.1249     2.5034   131.6450
  371.8750   256.2303     2.5079   131.5630
  372.0000   254.9431     2.5118   132.1190
  372.1250   250.8607     2.5147   131.3068
  372.2500   250.3193     2.5182   129.8049
  372.3750   256.1055     2.5224   129.5659
  372.5000   261.5092     2.5234   131.3997
  372.6250   264.7312     2.5190   134.7453
  372.7500   267.7053     2.5103   139.2200
  372.8750   268.4415     2.5010   143.0019
  373.0000   265.8383     2.4927   144.1618
  373.1250   262.9161     2.4852   141.8720
  373.2500   261.0274     2.4769   137.9509
  373.3750   258.7884     2.4665   133.3039
  373.5000   256.4289     2.4551   128.5179
  373.6250   255.0386     2.4492   124.8516
  373.7500   255.9533     2.4562   123.9551
  373.8750   260.5182     2.4758   126.2296
  374.0000   265.7297     2.4968   129.7722
  374.1250   267.5863     2.5083   132.4997
  374.2500   266.1390     2.5099   133.5776
  374.3750   262.4398     2.5088   133.8649
  374.5000   257.8166     2.5089   133.8299
  374.6250   255.3337     2.5079   133.6443
  374.7500   255.8394     2.5049   134.2428
  374.8750   257.3212     2.5029   135.8150
  375.0000   256.6990     2.5047   135.9794
  375.1250   252.8965     2.5091   132.6262
  375.2500   248.0635     2.5104   127.1219
  375.3750   244.3518     2.5053   123.3552
  375.5000   243.5726     2.4962   123.1715
  375.6250   246.9990     2.4893   125.6280
  375.7500   251.9455     2.4865   128.5663
  375.8750   254.7173     2.4847   129.5241
  376.0000   255.0388     2.4745   127.0414
  376.1250   255.6260     2.4473   121.6286
  376.2500   261.5108     2.3999   114.6678
  376.3750   271.2480     2.3483   106.8829
  376.5000   280.3228     2.3091    99.1104
  376.6250   286.9597     2.2947    93.6977
  376.7500   289.8014     2.2976    91.6009
  376.8750   286.5196     2.3077    92.1105
  377.0000   281.2386     2.3162    93.3112
  377.1250   277.6054     2.3247    95.3066
  377.2500   273.9862     2.3398    99.0960
  377.3750   268.9548     2.3627   103.2660
  377.5000   263.0071     2.3875   106.1753
  377.6250   256.4898     2.4064   107.6762
  377.7500   250.7224     2.4192   109.5909
  377.8750   246.9890     2.4285   112.3911
  378.0000   245.4340     2.4354   114.6333
  378.1250   244.3523     2.4402   115.6070
  378.2500   244.1485     2.4448   115.7948
  378.3750   246.3957     2.4515   116.4889
  378.5000   251.4608     2.4597   118.5979
  378.6250   258.8651     2.4681   122.4748
  378.7500   264.2844     2.4760   127.5886
  378.8750   265.0830     2.4829   131.9671
  379.0000   263.2445     2.4876   133.2737
  379.1250   260.6811     2.4908   131.1214
  379.2500   256.7816     2.4947   127.6511
  379.3750   254.1510     2.5013   125.9623
  379.5000   254.0525     2.5079   126.1805
  379.6250   252.1953     2.5107   126.1813
  379.7500   246.5578     2.5071   124.3125
  379.8750   243.3029     2.5009   122.2657
  380.0000   244.7897     2.4959   121.9806
  380.1250   247.6695     2.4939   123.6081
  380.2500   251.8417     2.4949   126.1485
  380.3750   257.6174     2.4985   128.8339
  380.5000   260.0312     2.5038   130.3309
  380.6250   257.5321     2.5088   129.6449
  380.7500   253.9900     2.5112   127.0246
  380.8750   251.9198     2.5106   125.2848
  381.0000   249.3505     2.5073   125.8615
  381.1250   246.6502     2.5028   127.5609
  381.2500   247.0444     2.4996   128.7166
  381.3750   249.5734     2.4991   129.2857
  381.5000   250.7723     2.5013   129.7341
  381.6250   251.6996     2.5047   130.4842
  381.7500   253.5190     2.5077   130.9074
  381.8750   253.3957     2.5082   131.1240
  382.0000   251.1341     2.5058   131.9003
  382.1250   250.3136     2.5013   133.4491
  382.2500   251.3101     2.4951   135.0256
  382.3750   251.3894     2.4861   135.8176
  382.5000   250.6665     2.4676   135.0936
  382.6250   253.5065     2.4296   132.4892
  382.7500   263.3158     2.3709   126.9822
  382.8750   277.7911     2.3129   118.6185
  383.0000   288.0652     2.2857   111.4174
  383.1250   291.1643     2.3048   108.8246
  383.2500   287.5041     2.3599   110.8953
  383.3750   275.7395     2.4197   114.7384
  383.5000   259.5223     2.4588   118.7337
  383.6250   251.1043     2.4725   122.7240
  383.7500   250.9800     2.4725   126.3089
  383.8750   251.0440     2.4685   127.9061
  384.0000   248.8403     2.4656   126.2316
  384.1250   246.4511     2.4651   121.4857
  384.2500   243.6091     2.4676   116.0925
  384.3750   242.3933     2.4710   113.9095
  384.5000   245.2156     2.4724   115.8986
  384.6250   248.9640     2.4710   120.2628
  384.7500   250.4299     2.4692   124.6006
  384.8750   250.3074     2.4692   127.7546
  385.0000   250.1103     2.4699   128.6900
  385.1250   249.5928     2.4692   127.5673
  385.2500   248.2212     2.4651   125.6268
  385.3750   247.8014     2.4559   123.8354
  385.5000   248.6592     2.4367   121.0368
  385.6250   250.6537     2.3978   115.4751
  385.7500   258.5841     2.3430   107.5462
  385.8750   272.3797     2.2901    98.9837
  386.0000   281.5313     2.2689    93.6257
  386.1250   283.0017     2.2864    93.8955
  386.2500   282.2632     2.3340    99.9086
  386.3750   282.8275     2.3868   109.7397
  386.5000   286.0748     2.4270   121.3420
  386.6250   295.5602     2.4501   133.9406
  386.7500   309.1126     2.4629   145.8433
  386.8750   318.6413     2.4722   154.7165
  387.0000   318.2896     2.4807   158.4199
  387.1250   310.3389     2.4864   157.8714
  387.2500   297.8534     2.4865   155.4011
  387.3750   284.1420     2.4796   154.4003
  387.5000   272.6361     2.4692   154.8668
  387.6250   263.4437     2.4566   154.0404
  387.7500   256.9773     2.4410   147.9536
  387.8750   255.1625     2.4218   136.5266
  388.0000   256.7578     2.4010   122.4381
  388.1250   257.6119     2.3846   110.6401
  388.2500   257.4174     2.3782   103.2517
  388.3750   257.1106     2.3848   100.8396
  388.5000   258.8310     2.3988   102.0524
  388.6250   263.7545     2.4094   105.7438
  388.7500   268.5633     2.4058   110.6646
  388.8750   270.5770     2.3869   113.1680
  389.0000   271.1741     2.3588   110.1881
  389.1250   270.2259     2.3312   101.5891
  389.2500   267.7910     2.3094    93.0948
  389.3750   267.0492     2.2928    89.1754
  389.5000   271.3015     2.2751    89.1658
  389.6250   278.1298     2.2527    88.6699
  389.7500   283.5880     2.2295    86.8527
  389.8750   286.8129     2.2152    86.1757
  390.0000   289.8780     2.2139    88.1902
  390.1250   292.0661     2.2262    92.4019
  390.2500   290.5090     2.2490    97.0769
  390.3750   286.3893     2.2820   101.8908
  390.5000   282.0220     2.3253   106.6286
  390.6250   275.6446     2.3708   111.2285
  390.7500   266.9883     2.4100   116.1712
  390.8750   261.6718     2.4372   122.5320
  391.0000   261.0927     2.4551   130.6829
  391.1250   263.1862     2.4650   139.4456
  391.2500   266.8286     2.4641   144.9766
  391.3750   269.4017     2.4502   144.3024
  391.5000   267.5259     2.4235   136.4904
  391.6250   262.7629     2.3920   124.8040
  391.7500   257.4799     2.3643   113.0983
  391.8750   252.6009     2.3485   104.8572
  392.0000   250.3497     2.3451   100.9748
  392.1250   251.4143     2.3514   101.2421
  392.2500   252.4707     2.3659   104.8767
  392.3750   251.5505     2.3874   110.8868
  392.5000   250.1779     2.4160   120.9045
  392.6250   247.6844     2.4482   137.4597
  392.7500   242.3479     2.4753   158.0916
  392.8750   235.9971     2.4871   175.8411
  393.0000   231.6487     2.4772   181.9207
  393.1250   229.8654     2.4501   176.1422
  393.2500   231.4757     2.4138   161.8080
  393.3750   236.1943     2.3818   144.4386
  393.5000   242.6559     2.3637   127.2197
  393.6250   247.6694     2.3651   113.9085
  393.7500   248.6322     2.3764   107.0384
  393.8750   247.6373     2.3878   105.8253
  394.0000   247.5960     2.3953   106.8037
  394.1250   246.3323     2.4038   107.8537
  394.2500   244.0944     2.4160   109.2548
  394.3750   243.4897     2.4294   111.5386
  394.5000   242.5497     2.4407   113.6031
  394.6250   239.7585     2.4489   114.0377
  394.7500   238.2457     2.4561   113.1772
  394.8750   241.2053     2.4642   113.0155
  395.0000   250.5963     2.4744   115.9560
  395.1250   262.3140     2.4841   122.4833
  395.2500   271.4493     2.4911   130.2453
  395.3750   274.0091     2.4940   135.0044
  395.5000   269.9063     2.4941   134.7033
  395.6250   261.0334     2.4911   130.0770
  395.7500   251.4993     2.4847   123.5381
  395.8750   244.4919     2.4776   116.5794
  396.0000   242.3182     2.4734   109.6170
  396.1250   242.7249     2.4753   104.7168
  396.2500   241.7827     2.4827   103.9525
  396.3750   240.0342     2.4930   108.0864
  396.5000   239.4649     2.5012   113.9960
  396.6250   238.5526     2.5048   118.9813
  396.7500   236.2746     2.5032   121.7432
  396.8750   235.3472     2.4991   122.3329
  397.0000   236.2180     2.4949   121.0070
  397.1250   236.8492     2.4906   118.2286
  397.2500   238.8503     2.4834   114.7764
  397.3750   243.9220     2.4715   111.1930
  397.5000   248.0966     2.4549   108.3657
  397.6250   251.5850     2.4328   106.5617
  397.7500   258.6818     2.4007   104.8630
  397.8750   267.0102     2.3573   101.5291
  398.0000   274.3633     2.3082    96.5334
  398.1250   284.4976     2.2606    90.9727
  398.2500   294.7340     2.2225    86.3664
  398.3750   299.1070     2.2038    84.1030
  398.5000   296.2439     2.2216    86.5148
  398.6250   288.0823     2.2754    93.4074
  398.7500   274.9122     2.3530   103.0385
  398.8750   261.2814     2.4254   112.2816
  399.0000   251.2244     2.4722   119.6506
  399.1250   245.8557     2.4895   124.2968
  399.2500   244.2903     2.4875   125.0745
  399.3750   243.7288     2.4779   122.1393
  399.5000   242.6290     2.4674   117.1370
  399.6250   241.2547     2.4607   113.2281
  399.7500   238.5837     2.4583   111.3956
  399.8750   234.7082     2.4591   110.1899
  400.0000   232.4009     2.4611   107.7451
  400.1250   230.7794     2.4637   103.9901
  400.2500   227.5289     2.4670   100.4593
  400.3750   225.8474     2.4709    98.7425
  400.5000   230.0028     2.4751   100.2800
  400.6250   239.9968     2.4788   106.8371
  400.7500   252.6947     2.4815   117.4212
  400.8750   268.0355     2.4830   128.9838
  401.0000   283.8408     2.4850   137.9556
  401.1250   295.9159     2.4883   143.6928
  401.2500   301.7726     2.4933   145.9393
  401.3750   299.0672     2.5000   144.2816
  401.5000   285.9352     2.5076   138.7093
  401.6250   267.3264     2.5142   130.8821
  401.7500   250.4055     2.5177   123.8698
  401.8750   237.1194     2.5171   119.0752
  402.0000   234.7632     2.5148   117.3765
  402.1250   244.9924     2.5137   118.1651
  402.2500   259.6420     2.5136   121.2037
  402.3750   269.4445     2.5134   126.1383
  402.5000   276.3388     2.5137   132.0480
  402.6250   282.3918     2.5155   137.0739
  402.7500   285.7658     2.5175   139.0383
  402.8750   286.0368     2.5177   138.3310
  403.0000   285.0214     2.5155   137.5664
  403.1250   284.6407     2.5124   138.7817
  403.2500   285.1276     2.5105   141.7258
  403.3750   287.1846     2.5109   144.4798
  403.5000   291.7137     2.5116   146.2392
  403.6250   297.3524     2.5096   148.3733
  403.7500   300.0968     2.5047   151.5525
  403.8750   298.7505     2.5015   154.3318
  404.0000   293.7693     2.5021   156.2766
  404.1250   287.5330     2.5023   157.9934
  404.2500   282.7113     2.4978   159.3341
